제목,내용,기사 URL,단어 5가지
'BTS 군대 가면 망하나' 걱정했는데…하이브 실적 보니 '괜한 걱정',"그룹 방탄소년단(BTS) 제이홉이 18일 강원도의 한 육군 사단 신병교육대로 입대한 가운데 멤버들이 배웅하며 기념 촬영하고 있다. [연합][헤럴드경제=김성훈 기자] 하이브가 아이돌 그룹 방탄소년단(BTS)의 입대에 따른 팀 활동 공백에도 멤버들의 솔로 활동, 세븐틴, 뉴진스 등 다른 그룹의 활약에 힘입어 올해 1분기 실적이 크게 개선된 것으로 나타났다.하이브는 연결 기준 올해 1분기 영업이익이 525억원으로 지난해 동기보다 41.5% 증가한 것으로 잠정 집계됐다고 2일 공시했다.매출은 4106억원, 당기순이익은 498억원으로 지난해 동기 대비 각각 44.1%와 62.5% 늘었다.매출을 부문별로 살펴보면 앨범·공연·출연료 등을 아우르는 '직접 참여형 매출'은 2345억원으로 53.9% 증가했다. 이 중 앨범 매출은 1843억원으로 185.1% 대폭 늘었다.하이브는 올해 1분기 미국 빌보드 메인 싱글 차트 '핫 100' 1위를 따낸 방탄소년단 지민과 이 기간 구보(과거 발매 음반) 127만장을 팔아 치운 세븐틴을 비롯해 뉴진스, 투모로우바이투게더 등이 좋은 성과를 거뒀다고 밝혔다.MD(굿즈상품)·콘텐츠·팬클럽 등을 가리키는 '간접 참여형 매출'은 1761억원으로 32.8% 증가했다. 이 중 콘텐츠 매출은 873억원으로 79.8%나 늘었다.뉴진스하이브가 운영하는 팬 커뮤니티 플랫폼 위버스의 1분기 MAU(월간활성이용자)는 930만명으로 전 분기보다 10% 증가했다. 같은 기간 스트리밍 서비스인 '위버스라이브' 시청 수는 4억6000만건으로 78.3% 증가했다. 월평균 이용 시간도 251분으로 38.7% 늘어났다.하이브는 대표 그룹인 BTS가 멤버들의 군 복무 분제로 지난해부터 그룹 활동을 중단하면서 실적에 타격을 받을 것이라는 우려가 있었으나 이를 말끔히 씻어낸 셈이 됐다. BTS는 지난해 12월 진이 입대한 데 이어, 지난달에는 제이홉도 입대했다.박지원 하이브 CEO(최고경영자)는 이날 오전 진행된 1분기 실적 발표 콘퍼런스콜에서 ""방탄소년단 멤버들의 다양한 활동으로 팬들과의 접점이 늘었고, 솔로 활동을 통해 입대의 공백이 느껴지지 않도록 최선을 다할 예정""이라고 말했다.paq@heraldcorp.com",http://news.heraldcorp.com/view.php?ud=20230502000408,"하이브,매출,그룹,입대,활동"
"우리 패션 플랫폼, 해외 시장 접수 한다","경쟁 심화·레드오션 국내 시장만으로는 성장 한계 K팝·드라마 열풍에 패션도 열광…일본·미국 등 집중 공략지난달 7일부터 16일까지 일본 도쿄 하라주쿠에서 열린 무신사 도쿄 팝업스토어에서 방문객들이 입장 등록을 위해 대기하고 있다.ⓒ무신사패션 플랫폼들이 국내 시장을 넘어 해외 영토 확장에 적극적으로 나서고 있다.대부분 적자 기업으로 수익성 개선이 중요해진 만큼 K팝, K-드라마 등 한류 열풍을 등에 업고 해외 시장을 공략해 성장과 수익성 개선이라는 두 마리 토끼를 잡겠다는 전략이다.3일 업계에 따르면 무신사는 미국, 싱가포르, 일본, 태국에 집중하며 글로벌 시장 공략에 박차를 가하고 있다.특히 일본의 경우 지역적 특성과 문화적인 밀접도로 인해 이미 수요층이 존재하는 시장이라고 판단하고 국내외 앰버서더인 뉴진스를 앞세워 시장 공략에 속도를 내고 있다.지난달 7일부터 16일까지 일본 도쿄 하라주쿠에서 오프라인 팝업스토어를 열어 국내 대표 패션 브랜드를 소개했는데 사흘 만에 1만명 이상이 방문할 정도로 뜨거운 관심을 받았다.무신사는 올해 각국의 타깃과 특성에 맞춘 현지화된 마케팅 활동을 지속할 예정이다.무신사 관계자는 “아직 오프라인에서 제품을 확인하고 구매하는 것을 선호하는 경향이 크다는 점에서 현지에서의 오프라인 마케팅도 활성할 계획”이라며 “뉴진스와 함께 K패션을 알리고 브랜드 인지도를 높이기 위한 마케팅 활동을 활발히 전개할 계획”이라고 설명했다.에이블리코퍼레이션이 운영하는 에이블리도 첫 번째 글로벌 진출국인 일본 시장에 집중하고 있다.지난 2020년 일본 1835 여성을 타깃으로 한 쇼핑 플랫폼 ‘아무드(구. 파스텔)’를 오픈해 자체 개발한 인공지능(AI) 추천 기술과 현지에서 쌓은 빅데이터의 시너지를 통해 실적을 내고 있다.실제로 월간 활성 사용자 수(MAU) 90만명을 돌파하고 한국 플랫폼으로는 유일하게 패션 앱 다운로드 순위 톱5위에 오르며 입지를 강화하고 있다.에이블리는 현재 일본의 이커머스·모바일 시장의 발전 가능성이 큰 만큼 모바일 시장 공략을 가속화하고 아시아, 북미 등 다수 국가로 판로를 넓혀 글로벌 사업 확장에 더욱 집중한다는 계획이다.에이블리 관계자는 “글로벌 서비스에도 새로운 비즈니스 모델을 적용할 것”이라며 “글로벌 수익 모델을 통해 거래액 및 매출과 수익 성장세를 가속화하며 최고 실적을 달성할 것으로 기대된다”고 강조했다.카카오스타일이 운영하는 지그재그 역시 지난해 7월 북미(미국, 캐나다)와 일본에 ‘지그재그 글로벌’을 출시해 시범 운영 중이다.특히 올해는 일본을 타깃 핵심 국가로 정하고 현지 공략 전략을 세우고 있다.지그재그는 국내 패션·뷰티 브랜드 등을 해외에 알려 K스타일을 주도하는 글로벌 스타일 커머스 플랫폼으로 도약하겠다는 각오다.지그재그 관계자는 “지그재그 글로벌을 통해 현지 시장에서 테스트하는 단계”라며 “마케팅 등 본격적인 정식 출시 시기는 아직 정해지지 않았다”고 전했다.패션 플랫폼 업계가 해외 시장 확장에 공을 들이는 것은 레드오션화한 국내 시장 만으로는 성장에 한계가 있기 때문이다.현재 무신사를 제외하고 에이블리, 지그재그 등 다른 플랫폼은 적자 상태다. 에이블리 운영하는 에이블리코퍼레이션은 지난해 영업손실 744억원, 순손실 790억원을 기록했다.",https://www.dailian.co.kr/news/view/1229518/?sc=Naver,"시장,일본,글로벌,패션,공략"
"신한證 ""하이브, BTS 없이도 잘나간다…목표가 33만원""","하이브 사옥 /뉴스1 © News1 조태형 기자신한투자증권(008670)은 3일 하이브(352820) 목표가를 기존 26만5000원에서 33만원으로 상향하고 매수의견을 유지했다. 전날 하이브는 28만4500원에 장을 마감했다.지인혜 신한투자증권 연구위원은 ""하이브는 1분기 뉴진스, TXT에 더해 부석순(세븐틴 유닛) 및 BTS 지민 솔로 활동으로 분기 최대 앨범판매량 911만장을 기록했다""며 ""엔터주 손익에 가장 큰 영향을 주는 앨범 IP성과가 호실적을 이끌었다""고 말했다.하이브의 1분기 매출은 4106억원, 영업이익은 525억원으로 각각 전년 대비 44%, 42% 급증했다. 1분기 기준 최대 실적이다. 영업이익은 컨센서스 467억원을 대폭 상회했다.지 연구위원은 ""이밖에 전세계 BTS 부산 공연 관련 영화 방영, 투어 등으로 콘텐츠 및 MD 라이선스인 간접참여형 매출도 이익에 기여했다""며 ""BTS 단체 매출 없이도 올해 증익의 가능성을 높여주는 첫 분기 실적이었다""고 평가했다.2분기 역시 성장 모멘텀을 이어갈 것으로 전망된다. 이미 2분기에 앨범만 BTS 슈가 107만, 르세라핌 148만, 그리고 BTS의 단체 흥행기록을 넘어선 세븐틴 455만장이 판매됐다. 지 연구위원은 ""엔하이픈 컴백 및 구보까지 합치면 2분기 또 ‘레코드 하이’를 기록할 것이다. 5월 KOZ 레이블의 신규 보이그룹도 데뷔한다""고 말했다.그는 ""하반기는 뉴진스 컴백, 위버스의 유료화 및 서비스 고도화, 가장 강력한 기대감인 미국 걸그룹 런칭이 예고돼있다""며 ""위버스에 부여할 수 있는 플랫폼 가치는 기존 제시했던 3조원보다 훨씬 높아보인다""고 전망했다.zero@news1.kr",https://www.news1.kr/articles/5034805,"하이브,위원,앨범,기록,매출"
"아이브·세븐틴, 17주차 써클차트 3관왕…슈가·피프티피프티·지수 부문별 최상위","올해 4월말 K팝 차트들은 아이브와 세븐틴을 정점으로 펼쳐진 것으로 확인됐다.4일 사단법인 한국음악콘텐츠협회 측은 17주차(4월23~29일) 써클차트 부문별 결과를 공개했다.공개된 바에 따르면 17주차 써클차트는 아이브와 세븐틴의 다관왕 기록과 함께, 방탄소년단 슈가·지민, 피프티피프티, 태양, 뉴진스, 스테이씨, 임영웅, 우즈(조승연), 엑스디너리 히어로즈 등이 부문별 최상위를 장식했다.우선 아이브는 첫 정규앨범 'I`ve IVE' 타이틀곡 'I AM’ 로 글로벌K-팝·디지털·스트리밍 등 3개 부문에서 1위를 차지했다.기존과는 다른 성숙세련감의 당당함을 강조한 신곡의 매력과 함께, 지난달 말 앨범발표 이후 1달간의 활동에서 비롯된 누적성과들이 새로운 유입요인이 되면서 부문별 2주연속 기록은 물론 선공개곡 'Kitsch'의 인기(글로벌 K-팝 5위, 디지털 2위)를 이끌었다.세븐틴은 336만524장으로 집계된 피지컬과 40만장 육박의 위버스앨범, 14만장 규모의 KiT앨범 등 미니10집 'FML'로 앨범·리테일 앨범차트를 석권한데 이어, 타이틀곡 '손오공'으로 다운로드 1위를 차지하며 3관왕을 기록했다.글로벌 아티스트로서의 인기기반과 함께, 9개월만의 컴백이라는 화제성, 데뷔 첫 더블 타이틀곡을 비롯한 유닛트랙 구성의 앨범으로 비쳐지는 세븐틴 고유의 다채로움 등이 글로벌 팬들을 대거 자극한 것으로 보인다.이러한 정상주자들의 롱런히트와 함께 글로벌 K-팝, 디지털, 앨범 차트는 최근 대세들의 다채로운 기록들로 채워졌다. 우선 글로벌 K-팝차트는 롱런히트중인 뉴진스(OMG 6위, Ditto 8위, Hype boy 10위)와 '중소돌의 기적' 피프티피프티(Cupid 2위)를 기준으로 블랙핑크 지수 '꽃'(3위), 세븐틴 '손오공'(4위), Agust D '해금'(7위), 방탄소년단 지민 'Like Crazy'(9위) 등의 기록이 형성됐다.또 국내 중심의 디지털 종합차트는 아이브 외에 블랙핑크 지수 '꽃' (3위), 스테이씨 'Teddy Bear'(7위), 임영웅 'London Boy'(10위) 등과 함께 세븐틴(손오공 4위, F*ck My Life 9위), 뉴진스(Ditto 5위, Hype boy 6위, OMG 8위)가 대거 최상위를 장식하는 모습을 보였다.앨범부문은 세븐틴의 최상위 줄세우기 격 행보와 함께, Agust D로 나선 슈가의 솔로앨범 D-DAY(15만5124장, 3위), 아이브 첫 정규 'I've IVE'(13만3112장), 이펙스(EPEX) 다섯 번째 EP '사랑의 서 챕터 2. `성장통`'(10만9046장), 스트레이 키즈 'MAXIDENT'(10만5942장), 엑스디너리 히어로즈 Deadlock(9만3891장), 우즈 'OO-LI'(6만6830장), 태양 'Down to Earth'(6만2500장) 등의 앨범들이 사랑받았다.한편 써클차트(CIRCLE CHART)는 2010년부터 10년이상 운영해 온 '가온차트'를 기반으로 디지털기술과 글로벌 데이터를 공식적으로 연계한 K팝계 글로벌 공인차트다.전자신문인터넷 박동선 기자 (dspark@etnews.com)",https://www.etnews.com/20230504000109,"앨범,차트,글로벌,세븐,아이브"
뉴진스 혜인 ‘청순하게’ [MK포토],"사진=천정환 기자루이비통 2023년 프리폴(Prefall) 컬렉션 최초 공개 기념 포토 행사가 29일 오후 서울 한강 잠수교에서 열렸다.이번 행사는 2023-2024년 한국 방문의 해를 맞아 해외 관광객과 서울 시민이 함께 길 수 있는 모두의 문화 행사로 진행된다.뉴진스 혜인이 포토타임을 갖고 있다.이날 행사에는 브랜드의 앰버서더인 뉴진스 혜인, 태연, 배두나가 참석해 자리를 빛냈다.또한 르세라핌 사쿠라, 김채원, 허윤진, 카즈하, 홍은채, 세븐틴 민규, 박형식, 노윤서, 임시완, 박지후, 이솜, 전여빈, 김서형, 장미희, 고아성, 천우희, 김윤아, 고현정, 위하준, 이성경, 한효주, 정려원, 선미, 화사, 스트레이키즈 필릭스, 있지 예지, 김나영, 기은세, 모델 아이린 등이 참석했다.잠수교(서울)=천정환 MK스포츠 기자[ⓒ MK스포츠, 무단전재 및 재배포 금지]",https://www.mk.co.kr/article/10724948,"행사,서울,정환,기자,포토"
"뉴진스 다니엘, '인어공주' 에리얼 더빙? | 더블유 코리아 (W Korea)","본 브라우저는 공유 기능을 지원하지 않으므로주소를 복사하였습니다.실루엣만 봐도 알 것 같은 느낌적인 느낌디즈니 신작 ‘인어공주’의 한국어 더빙 배우들이 공개된 가운데 주인공 에리얼 역에 뉴진스 다니엘이 참여한 게 아니냐는 추측이 나오고 있다.디즈니 코리아는 공식 SNS를 통해 ‘인어공주’ 한국판의 세바스찬과 울슐라에 뮤지컬 배우 정상훈과 정영주가 낙점됐다고 공지했다. 더불어 한국의 에리얼 정체를 유추해 달라며 이벤트 경품을 내걸고 힌트로 실루엣을 공개했다. 해당 실루엣은 누가 봐도 뉴진스 ‘hype boy’ 속 다니엘.더불어 인어공주 에리얼 역을 맡은 할리 베일리의 ‘Part of Your World’ 음원이 최근 공개되며 화제를 모으고 있는 가운데, 한국 에리얼 역의 목소리로 새롭게 탄생할 ‘Part of Your World’ 한국어 버전 음원이 새로운 OST 신드롬을 일으킬 수 있을지도 주목되고 있다.팬들은 이미 에리얼의 정체를 눈치챘지만 디즈니 코리아 측은 “공식적으로 확인해드리기 어렵다”고 밝혔다.",https://www.wkorea.com/2023/05/03/%eb%89%b4%ec%a7%84%ec%8a%a4-%eb%8b%a4%eb%8b%88%ec%97%98-%ec%9d%b8%ec%96%b4%ea%b3%b5%ec%a3%bc-%ec%97%90%eb%a6%ac%ec%96%bc-%eb%8d%94%eb%b9%99/?utm_source=naver&utm_medium=partnership,"에리얼,실루엣,디즈니,인어공주,공개"
K팝 역사 쓰다…뉴진스 ‘디토’ 스포티파이 3억번 재생,"뉴진스 [어도어 제공][헤럴드경제=문영규 기자] 케이팝(K-pop) 걸그룹 뉴진스의 ‘디토(Ditto)’가 세계 최대 음원 플랫폼 스포티파이에서 스트리밍 횟수 3억 건을 돌파했다.26일 스포티파이에 따르면 ‘디토’는 지난 24일(현지 시간) 기준 3억123만2001회 재생된 것으로 집계됐다. 지난해 12월 19일 음원 공개 이후 126일 만이다.이로써 뉴진스는 4세대 케이팝 걸그룹 최초로 스포티파이에서 3억 스트리밍 곡을 보유하게 됐다. 스포티파이에 공개된 뉴진스의 모든 노래는 누적 스트리밍 횟수가 13억 건을 돌파했다.[연합]‘디토’는 발매 후 미국 빌보드 메인 싱글 차트 ‘핫 100’과 영국 오피셜 싱글 차트 ‘톱 100’에 모두 진입하기도 했다. 미국 빌보드 차트에선 5주동안 머물렀고 최고 82위까지 올랐다. 영국 차트에선 2주연속 머무는 동안 최고 순위 95위를 기록했다. 국내 최대 음원 플랫폼 멜론에서는 사상 최장기간인 99일간 1위를 지켰다뉴진스는 민지, 하니, 다니엘, 해린, 혜인으로 구성됐으며 이 곡은 싱글 앨범 ‘OMG’의 수록곡으로 버니즈(공식 팬클럽명)와 맞는 첫 겨울을 위해 준비한 곡이다.ygmoon@heraldcorp.com",http://news.heraldcorp.com/view.php?ud=20230426000227,"뉴진스,스포티파이,차트,디토,음원"
"[컨콜] 박지원 하이브 대표 ""BTS 공백기 최소화...뉴진스 3분기 컴백""","방시혁 하이브 이사회 의장과 박지원 하이브 최고경영자(CEO) /캐리커쳐=디미닛박지원 하이브 대표는 2일 진행된 1분기 실적발표 콘퍼런스콜에서 ""지난 3월 지민의 솔로앨범 페이스가 발매, 초동 판매 145만장을 기록했다""라며 ""지난 4월21일 발매된 슈가의 솔로앨범은 발매 당일 107만장 판매라는 놀라운 기록을 세웠다. 월드투어도 오픈과 동시에 전석매진됐다""고 말했다.이어 ""방탄소년단(BTS) 멤버들의 다양한 활동으로 팬들과의 접점이 늘어났으며, 나머지 멤버들의 솔로활동을 통해 방탄소년단의 입대로 인한 공백기가 느껴지지 않도록 최선을 다할 예정""이라고 강조했다.박 대표는 ""자넌 1월 발표한 뉴진스의 OMG는 1분기 130만장이 넘는 판매량을 기록했다""라며 ""데뷔 앨범이 100만장 이상 팔린 것은 2011년 서클차트 집계 이후 최초의 기록""이라고 말했다. 이어 ""뉴진스는 오는 3분기에 컴백할 예정""이라고 덧붙였다.이영아 기자 twenty_ah@techm.kr",https://www.techm.kr/news/articleView.html?idxno=109668,"기록,하이브,솔로,앨범,발매"
잠수교 통째를 런웨이로… 루이비통 첫 패션쇼 개최,,https://biz.chosun.com/distribution/living/2023/04/30/7MWKLI7I4JBIHMBYPXZSH5N2RU/?utm_source=naver&utm_medium=original&utm_campaign=biz,
"전도연, 파격 노출로 시선 올킬..뉴진스도 울고 갈 '50대의 히메컷' [화보]",[OSEN=박소영 기자] 배우 전도연이 독보적인 아우라를 뿜어냈다.최근 공개된 패션 매거진 코스모폴리탄 화보에서 전도연은 대담하고 매혹적인 비주얼을 뽐냈다. 감각적이면서도 여성스러운 패션부터 무심한 듯 스타일리시한 올 블랙 스타일링까지 모두 소화하며 다채로운 매력을 과시했다.특히 파격 노출도 불사해 시선을 끈다. 전도연은 오프숄더 원피스로 매혹적인 자태를 자랑하는가 하면 매끈한 팔 라인으로 보는 이들을 매료시켰다. 20대 여배우 못지않은 히메컷 소화력도 인상적이다.한편 전도연은 최근 드라마 ‘일타스캔들’과 넷플릭스 ‘길복순’을 연달아 흥행시키며 큰 사랑을 받았다./comet568@osen.co.kr[사진] 코스모폴리탄,http://www.osen.co.kr/article/G1112096725,"전도연,최근,패션,코스모,폴리"
"유통업계, 스트리밍 부르는 ‘플리(플레이리스트) 마케팅’ 열전","최근 유통업계에서 음악을 활용한 마케팅을 선보여 이목을 끌고 있다.이는 특정 분위기나 콘셉트에 맞는 곡을 모아놓은 플레이리스트를 다양한 상황에 적극 활용하는 MZ세대의 취향을 반영한 것이다. 실제 국내 음원 스트리밍 서비스를 사용하는 이용자들은 플레이리스트 단위로 음악을 듣는 비중이 더 많은 것으로 나타나고 있다. 파티나 모임 등에 적절한 플레이리스트는 물론 인기 드라마 등 다양한 사회문화적 트렌드를 반영한 플레이리스트들이 인기를 얻는 추세다.유통업계에서는 이러한 MZ세대의 취향을 반영해 플레이리스트에 넣기 좋은 노래를 발표하며 소비자들에게 더욱 친근하게 다가가는 ‘플리 마케팅’을 펼치고 있다. 기존에 잘 알려진 CM송을 트렌디하게 재해석한 곡부터 오감을 힐링해주는 노래까지 다양한 음원들이 소비자들의 귀를 자극하고 있다.코카-콜라는 글로벌 엠베서더 ‘뉴진스(NewJeans)’와의 컬래버레이션을 통해 친숙함에 힙함을 더한 신곡 ‘Zero’를 공개했다. 이번에 공개된 ‘Zero’는 뉴진스와 글로벌 뮤직 플랫폼인 ‘코-크 스튜디오(Coke Studio)’와의 협업 프로젝트이다. ‘코카-콜라 맛있다~’라는 가사와 많은 이들에게 익숙한 구전 멜로디로 알려진 일명 ‘코카-콜라 송’에 트렌디한 비트와 뉴진스만의 독보적 음색을 더해 한층 색다른 감성을 전하고 있다.음원과 함께 뉴진스 공식 유튜브 채널을 통해 뮤직비디오도 동시 공개했다. 뮤직비디오는 다른 세계에 살던 소녀들이 마법같이 만나 코카-콜라 제로와 함께 즐거운 추억을 쌓는 이야기를 담고 있다. 해당 영상은 공개 18시간 만에 조회 수 420만을 돌파하며 ‘유튜브 인기 급상승 동영상’ 1위에 올랐으며, 현재 1,400만 뷰수를 돌파하는 등 다양한 플레이리스트에 추가하기 좋은 곡이라는 평을 받고 있다. 또한 많은 팬들이 중독성 있는 노래와 댄스 커버 영상을 자발적으로 만들어 내며 구전 멜로디가 Z세대들에게 새로운 공감을 이끌어 내고 있다.간식 구매 시 흘러나와 소비자의 구매 경험을 더욱 즐겁게 만들어주는 브랜드 송을 공개한 기업도 있다.GFFG가 ‘노티드 월드’ 오픈을 기념해 악뮤(AKMU) 이수현과 협업한 ‘노티드 월드(Knotted World)’와 ‘해피 노티드(Happy Knotted)’ 2개의 브랜드 음원을 공개했다. 대표곡인 ‘노티드 월드(Knotted World)’는 “Knotted will make you happy”(노티드 한 입이면 행복해 질거야), “Knotted will make you smile”(먹어 봐! 너도 웃게 될 걸?)와 같은 귀여운 문구로 달콤한 도넛을 한입 베어 물었을 때 느낄 수 있는 행복감을 표현했다. ‘해피 노티드(Happy Knotted)’는 한번 들으면 계속 흥얼거리게 되는 중독성 있는 멜로디가 특징이다.이마트가 창립 30주년을 맞아 윤하, 적재, 예결밴드, 베하필하모닉와 협업해 ‘이마트송’을 선보였다. 이마트송은 2000∼2007년 이마트 매장에서 들을 수 있었던 추억의 음원이다. 경쾌한 멜로디와 함께 ‘난나 난나 난나’, ‘해삐(happy) 해삐 해삐’가 반복되는 중독성 강한 가사가 특징이다. 협업 버전은 각 아티스트의 특색을 살려 모던록, 재즈, 퓨전국악, 오케스트라 등 네 가지 버전으로 편곡해 원곡과는 색다른 매력을 선보였다.제품의 향긋함과 상쾌함에 노래를 더해 힐링을 극대화한 브랜드 송도 주목을 받고 있다.신세계인터내셔널의 헤어케어 브랜드 저스트 에즈 아이엠은 브랜드 전속 모델인 가수 ‘비비(BIBI)’와 함께 음원 ‘안녕하세오 샴푸애요(I AM…)’를 공식 발매했다. ‘안녕하세오 샴푸애요(I AM…)’라는 음원 타이틀에서는 아이엠 특유의 언어 유희가 느껴진다. 아이엠은 ‘아이엠샴푸(나는 샴푸)’, ‘뛰는 샴푸 위에 나는 샴푸’ 등 재치 있는 언어 유희를 통해 재미와 차별화를 꾀했다. 이번 음원은 비비가 직접 작사·작곡에 참여했고 샴푸가 되어 사랑하는 사람을 향기롭고 빛나게 해준다는 내용을 은유적으로 담았다.두피케어 브랜드 닥터포헤어는 실내 마스크 착용 의무 해제를 기념해 뮤지션 xxbank와 함께한 프로젝트 음원 ‘스위트 리벤지(Sweet Revenge)’를 선보였다. 이번 음원은 코로나 팬데믹 장기화로 멈췄던 지난 3년 간의 일상에 달콤한 복수를 보낸다는 의미를 담았다. ‘Sweet Revenge’는 힘들고 답답했던 기억들을 뒤로한 채 잃어버린 시간만큼 앞으로 더 많이 웃고 사랑하자는 응원의 메시지를 국민들에게 보낸다.브랜드의 이미지를 전달할 수 있는 아티스트와 콜라보 해 힙합을 한층 더한 기업들도 눈에 띈다.LA 프리미엄 스트릿 라이프스타일 브랜드 수프라(SUPRA)가 3인조 힙합 그룹 ‘호미들’과 함께한 스니커즈 신제품 ‘VAIDER X’의 23년 SS 시즌 비주얼 화보와 콜라보 음원을 공개했다. 콜라보 음원 ‘It’s a SUPRA’는 솔직하고 꾸밈없는 호미들만의 음악스타일에 수프라(SUPRA)의 스트릿한 감성이 감각적으로 어우러졌다는 평이다.뉴욕 베이스의 패션브랜드 NAYON은 2023 뉴욕 컬렉션을 앞두고 평소 패셔니스타로 주목받아온 아티스트 림킴(김예림)과 함께 협업한 음원 “Damn Cold”를 발표했다. ‘살키(SAL-KI)’부터 ‘옐로우(YELLOW)’, ‘폴링(FALLING)’을 거쳐 ‘베일(VEIL)’까지 다양한 모습으로 자신의 이야기와 비주얼을 풀어낸 아티스트 림킴(김예림)은 이번 콜라보레이션 작업에서는 일렉트로팝으로 그녀의 매력적인 보이스를 보여준다.김현주 기자 hjk@segye.com[ⓒ 세계일보 & Segye.com, 무단전재 및 재배포 금지]",http://www.segye.com/content/html/2023/05/04/20230504503721.html?OutUrl=naver,"음원,브랜드,공개,샴푸,플레이"
"BTS 군대 보냈지만… 하이브, 1분기 최대실적","하이브가 그룹 방탄소년단(BTS)의 군 복무에 따른 팀 활동 휴식에도 멤버들의 솔로 활동 호조 등에 힘입어 올해 1분기 실적이 해당 분기 기준 역대 최고치를 달성했다. 연합뉴스[ 저작권자 ⓒ디지털타임스, 무단 전재 및 재배포 금지 ]하이브(HYBE)가 지난 1분기 기준 최대 실적을 경신했다. 방탄소년단(BTS)의 군 복무에 따라 팀 활동을 쉬고 있다. 솔로 음반을 낸 BTS 멤버 지민과 뉴진스, 세븐틴 등 다른 아티스트들이 음반이 900만장 이상 팔린 덕이다.좋은 실적이 나오면서 2일 하이브의 주가는 전거래일 대비 5.37% 오른 28만4500원에 장을 마쳤다.하이브는 2일 컨퍼런스콜에서 1분기 연결 기준 4106억원의 매출액에 525억원의 영업이익을 기록했다고 밝혔다. 매출액은 전년 동기대비 44.1%, 영업이익은 41.7% 늘어났다.실질적인 현금창출력을 나타내는 조정 EBITDA는 전년 동기보다 12.1% 늘어난 719억원으로 집계됐다. 매출액과 영업이익, 조정 EBITDA 모두 1분기 기준 역대 최대치다.최대 IP(지식재산권)인 그룹 방탄소년단(BTS)의 군 복무에 따른 팀 활동 휴식에도 멤버들의 솔로 활동은 이어졌다.3월 발매된 방탄소년단(BTS) 멤버 지민의 솔로음반은 초동 판매량 145만장을 기록했다. 지민 솔로 음반의 타이틀곡인 '라이크 크레이지(Like Crazy)'는 빌보드 핫100 차트 1위, 음반은 빌보드 200 차트 2위에 각각 등극하며 K팝 솔로 음반 역사상 최고의 성과를 기록했다.1월 발매한 뉴진스의 싱글음반 'OMG'는 1분기 130만장 이상의 판매량을 기록했다. 세븐틴은 1분기에 구보 음반만 127만장을 판매했다. 이윤희기자",http://www.dt.co.kr/contents.html?article_no=2023050302101663066001&ref=naver,"음반,솔로,활동,하이브,방탄소년단"
